worms_sciname,am_sciname,am_sid,iucn_sid
haliclona cinerea,haliclona permollis,SLB-86460,NA
haliclona simulans,haliclona simulans,SLB-86463,NA
niphates digitalis,niphates digitalis,W-Por-166775,NA
niphates erecta,niphates erecta,W-Por-166776,NA
xestospongia muta,xestospongia muta,W-Por-166894,NA
oxyurostylis smithi,oxyurostylis smithi,W-Cum-157834,NA
plakortis halichondrioides,plakortis halichondrioides,W-Por-169763,NA
plakortis simplex,plakortis simplex,W-Por-133938,NA
discodermia polydiscus,discodermia polydiscus,W-Por-134349,NA
acarnus innominatus,acarnus innominatus,W-Por-167346,NA
asbestopluma pennatula,asbestopluma pennatula,SLB-86688,NA
cladorhiza abyssicola,cladorhiza abyssicola,W-Por-133188,NA
cladorhiza gelida,cladorhiza gelida,W-Por-133192,NA
lissodendoryx carolinensis,lissodendoryx carolinensis,SLB-86706,NA
lissodendoryx isodictyalis,lissodendoryx isodictyalis,SLB-86711,NA
monanchora clathrata,monanchora clathrata,W-Por-169017,NA
desmacella pumilio,desmacella pumilio,W-Por-133218,NA
neofibularia nolitangere,neofibularia nolitangere,W-Por-168323,NA
phorbas amaranthus,phorbas amaranthus,W-Por-169306,NA
phorbas fictitius,phorbas fictitius,W-Por-133679,NA
coelocarteria singaporensis,coelocarteria singaporensis,W-Por-168440,NA
amphilectus digitatus,neoesperiopsis digitata,SLB-86821,NA
clathria cervicornis,clathria cervicornis,SLB-86845,NA
clathria procera,clathria procera,SLB-86848,NA
clathria pennata,ophlitaspongia pennata,SLB-86886,NA
pandaros acanthifolium,pandaros acanthifolium,W-Por-167841,NA
mycale lingua,mycale lingua,SLB-86910,NA
mycale massa,mycale massa,SLB-86915,NA
mycale rotalis,mycale rotalis,SLB-86923,NA
eudorella monodon,eudorella monodon,W-Cum-182291,NA
myxilla incrustans,myxilla incrustans,SLB-86947,NA
ectyoplasia ferox,ectyoplasia ferox,W-Por-168021,NA
eurypon clavatum,eurypon clavatum,W-Por-133107,NA
adreus australiensis,raspailia australiensis,SLB-86982,NA
thrinacophora cervicornis,thrinacophora cervicornis,W-Por-168166,NA
tedania ignis,tedania ignis,SLB-87027,NA
craniella arb,craniella arb,W-Por-171324,NA
eudorellopsis integra,eudorellopsis integra,W-Cum-157820,NA
paratetilla bacca,paratetilla bacca,W-Por-171366,NA
aiolochroia crassa,aiolochroia crassa,W-Por-169632,NA
aplysina cauliformis,aplysina cauliformis,W-Por-169642,NA
aplysina fistularis,aplysina fistularis,W-Por-169648,NA
aplysina lacunosa,aplysina lacunosa,W-Por-169656,NA
dactylocalyx pumiceus,dactylocalyx pumiceus,W-Por-171652,NA
leucon americanus,leucon americanus,SLB-8710,NA
leucon fulvus,leucon fulvus,SLB-8711,NA
leucon nasicoides,leucon nasicoides,SLB-8717,NA
rhabdocalyptus dawsoni,rhabdocalyptus dawsoni,W-Por-574368,NA
campylaspis nodulosa,campylaspis nodulosa,W-Cum-182425,NA
campylaspis rubicunda,campylaspis rubicunda,W-Cum-110555,NA
cumella garrityi,cumella garrityi,SLB-8763,NA
synchaeta baltica,synchaeta baltica,Rot-31707,NA
petalosarsia declivis,petalosarsia declivis,W-Cum-110593,NA
aspidosiphon albus,aspidosiphon albus,SLB-88120,NA
aspidosiphon elegans,aspidosiphon elegans,SLB-88122,NA
aspidosiphon fischeri,aspidosiphon fischeri,SLB-88124,NA
aspidosiphon gosnoldi,aspidosiphon gosnoldi,SLB-88125,NA
aspidosiphon laevis,aspidosiphon laevis,SLB-88127,NA
aspidosiphon mexicanus,aspidosiphon mexicanus,SLB-88128,NA
aspidosiphon misakiensis,aspidosiphon misakiensis,SLB-88129,NA
aspidosiphon muelleri muelleri,aspidosiphon muelleri,SLB-88130,NA
aspidosiphon parvulus,aspidosiphon parvulus,SLB-88131,NA
aspidosiphon steenstrupii,aspidosiphon steenstrupii,SLB-88133,NA
aspidosiphon tenuis,aspidosiphon tenuis,SLB-88134,NA
aspidosiphon zinni,aspidosiphon zinni,SLB-88137,NA
cloeosiphon aspergillus,cloeosiphon aspergillus,ITS-154880,NA
lithacrosiphon cristatus,lithacrosiphon cristatus,ITS-154871,NA
golfingia anderssoni,golfingia anderssoni,SLB-88145,NA
aethra edentata,aethra edentata,W-Bch-440253,NA
golfingia elongata,golfingia elongata,SLB-88150,NA
golfingia margaritacea,golfingia margaritacea,SLB-88154,NA
golfingia muricaudata,golfingia muricaudata,SLB-88158,NA
albunea catherinae,albunea catherinae,ITS-621700,NA
golfingia vulgaris vulgaris,golfingia vulgaris,SLB-88163,NA
nephasoma abyssorum,nephasoma abyssorum,SLB-88164,NA
nephasoma constrictum,nephasoma constrictum,SLB-88167,NA
nephasoma constricticervix,nephasoma constricticervix,SLB-88169,NA
nephasoma diaphanes diaphanes,nephasoma diaphanes,SLB-88171,NA
nephasoma eremita,nephasoma eremita,SLB-88172,NA
nephasoma flagriferum,nephasoma flagriferum,SLB-88174,NA
nephasoma lilljeborgi,nephasoma lilljeborgi,SLB-88176,NA
nephasoma minutum,nephasoma minutum,SLB-88177,NA
albunea gibbesii,albunea gibbesii,ITS-98123,NA
nephasoma pellucidum,nephasoma pellucidum,SLB-88180,NA
nephasoma rutilofuscum,nephasoma rutilofuscum,SLB-88182,NA
thysanocardia catharinae,thysanocardia catharinae,ITS-772569,NA
albunea paretii,albunea paretii,ITS-98122,NA
thysanocardia nigra,thysanocardia nigra,ITS-154685,NA
thysanocardia procera,thysanocardia procera,ITS-772582,NA
albunea speciosa,albunea speciosa,ITS-660149,NA
phascolion collare,phascolion collare,SLB-88200,NA
phascolion hedraeum,phascolion hedraeum,SLB-88204,NA
phascolion lutense,phascolion lutense,SLB-88208,NA
phascolion pacificum,phascolion pacificum,SLB-88212,NA
phascolion strombus strombus,phascolion strombus,SLB-88217,NA
phascolion tuberculosum,phascolion tuberculosum,SLB-88218,NA
lepidopa benedicti,lepidopa benedicti,ITS-98106,NA
antillesoma antillarum,antillesoma antillarum,ITS-772615,NA
apionsoma misakianum,apionsoma misakianum,SLB-88224,NA
apionsoma murinae,apionsoma murinae,SLB-88225,NA
apionsoma pectinatum,apionsoma pectinatum,SLB-88226,NA
apionsoma trichocephalus,apionsoma trichocephalus,SLB-88227,NA
phascolosoma agassizii agassizii,phascolosoma agassizii,SLB-88231,NA
phascolosoma stephensoni,phascolosoma granulatum,SLB-88237,NA
phascolosoma nigrescens,phascolosoma nigrescens,SLB-88241,NA
phascolosoma noduliferum,phascolosoma noduliferum,SLB-88242,NA
phascolosoma pacificum,phascolosoma pacificum,SLB-88243,NA
phascolosoma perlucens,phascolosoma perlucens,SLB-88245,NA
phascolosoma scolops,phascolosoma scolops,SLB-88247,NA
phascolosoma stephensoni,phascolosoma stephensoni,SLB-88248,NA
phascolosoma turnerae,phascolosoma turnerae,SLB-88249,NA
phascolopsis gouldii,phascolopsis gouldii,ITS-772548,NA
siphonosoma cumanense,siphonosoma cumanense,ITS-154567,NA
sipunculus nudus,sipunculus nudus,SLB-88268,NA
sipunculus phalloides phalloides,sipunculus phalloides,SLB-88269,NA
sipunculus polymyotus,sipunculus polymyotus,SLB-88270,NA
themiste alutacea,themiste alutacea,SLB-88275,NA
themiste dehamata,themiste dehamata,SLB-88278,NA
themiste hennahi,themiste hennahi,SLB-88280,NA
themiste pyroides,themiste pyroides,SLB-88283,NA
odontodactylus scyllarus,odontodactylus scyllarus,SLB-88295,NA
lysiosquillina maculata,lysiosquillina maculata,ITS-682564,NA
harpiosquilla harpax,harpiosquilla harpax,Chn-98e49457-8952-440e-a574-b5bde95cbd5e,NA
harpiosquilla raphidea,harpiosquilla raphidea,Chn-42aeac39-f607-4ee5-bce7-0294bbc61fde,NA
erugosquilla woodmasoni,erugosquilla woodmasoni,Chn-364c26b3-84d3-460d-9d53-2d3d5d4352f8,NA
miyakella nepa,miyakea nepa,SLB-88314,NA
oratosquilla oratoria,oratosquilla oratoria,SLB-88320,NA
oratosquillina gravieri,oratosquillina gravieri,Chn-6a9274ff-bb5b-4de5-a3d4-201629e153fe,NA
oratosquillina perpensa,oratosquillina perpensa,Chn-2b605750-6865-42dd-9798-32cfbc2ac7d5,NA
oratosquillina quinquedentata,oratosquillina quinquedentata,SLB-88324,NA
lepidopa richmondi,lepidopa richmondi,ITS-98114,NA
actinopyga mauritiana,actinopyga mauritiana,W-Hol-208956,180337
actinopyga miliaris,actinopyga miliaris,W-Hol-208949,180265
actinopyga palauensis,actinopyga palauensis,W-Hol-241773,180406
bohadschia argus,bohadschia argus,W-Hol-210768,180541
bohadschia vitiensis,bohadschia similis,SLB-88359,180274
bohadschia vitiensis,bohadschia similis,SLB-88359,180352
bohadschia vitiensis,bohadschia similis,SLB-88359,180386
lepidopa websteri,lepidopa websteri,ITS-98104,NA
acaudina molpadioides,acaudina molpadioides,W-Hol-241765,NA
bohadschia vitiensis,bohadschia vitiensis,W-Hol-210759,180274
bohadschia vitiensis,bohadschia vitiensis,W-Hol-210759,180352
bohadschia vitiensis,bohadschia vitiensis,W-Hol-210759,180386
holothuria coluber,holothuria coluber,SLB-88366,180395
holothuria edulis,holothuria edulis,SLB-88369,180400
holothuria leucospilota,holothuria leucospilota,SLB-88370,180375
holothuria leucospilota,holothuria leucospilota,SLB-88370,180383
holothuria fuscogilva,holothuria fuscogilva,SLB-88394,200715
holothuria hilla,holothuria fuscopunctata,SLB-88397,180235
alpheopsis aequalis,alpheopsis aequalis,ITS-659896,NA
pearsonothuria graeffei,pearsonothuria graeffei,W-Hol-210772,180248
stichopus chloronotus,stichopus chloronotus,W-Hol-149789,180477
stichopus horrens,stichopus horrens,W-Hol-210914,180488
stichopus horrens,stichopus variegatus,SLB-88416,180488
thelenota ananas,thelenota ananas,W-Hol-210916,180481
thelenota anax,thelenota anax,W-Hol-210915,180324
alpheopsis labis,alpheopsis labis,ITS-96690,NA
anthopleura ballii,anthopleura ballii,W-Hex-100809,NA
ammothella indica,ammothella indica,W-Pyc-239955,NA
ammothea adunca,ammothea adunca,W-Pyc-239615,NA
stenosemus albus,stenosemus albus,W-Msc-247773,NA
alpheopsis trispinosa,alpheopsis trispinosus,ITS-659899,NA
ischnochiton hakodadensis,ischnochiton hakodadensis,W-Msc-848089,NA
lepidozona coreanica,lepidozona coreanica,W-Msc-386036,NA
alpheus amblyonyx,alpheus amblyonyx,ITS-96608,NA
alpheus angulosus,alpheus angulosus,ITS-621748,NA
polymesoda arctata,polymesoda arctata,W-Msc-596338,NA
no match,lauridromia indica,SLB-88524,NA
lauridromia dehaani,lauridromia dehaani,W-Bch-440092,NA
alpheus armatus,alpheus armatus,ITS-96612,NA
donax striatus,donax striatus,W-Msc-494732,NA
calappa lophos,calappa lophos,SLB-88532,NA
matuta planipes,matuta planipes,W-Bch-440352,NA
matuta victor,matuta victor,W-Bch-440354,NA
euvola laurenti,amusium laurenti,SLB-88538,NA
alpheus armillatus,alpheus armillatus,ITS-96611,NA
ashtoret lunaris,ashtoret lunaris,SLB-88540,NA
calappa philargius,calappa philargius,W-Bch-209500,NA
etisus utilis,etisus utilis,W-Bch-209119,NA
hypothalassia armata,hypothalassia armata,W-Bch-440491,NA
menippe rumphii,menippe rumphii,W-Bch-220326,NA
alpheus bahamensis,alpheus bahamensis,ITS-96618,NA
ozius guttatus,ozius guttatus,W-Bch-209154,NA
ozius tuberculosus,ozius tuberculosus,W-Bch-209153,NA
melongena melongena,melongena melongena,W-Msc-420062,NA
galene bispinosa,galene bispinosa,W-Bch-442349,NA
pugilina morio,pugilina morio,W-Msc-225028,NA
chicoreus brevifrons,chicoreus brevifrons,W-Msc-558803,NA
no match,charybdis feriatus,SLB-88572,NA
charybdis natator,charybdis natator,SLB-88573,NA
turbinella angulata,turbinella angulata,W-Msc-420076,NA
portunus trituberculatus,portunus trituberculatus,W-Bch-1061762,NA
scylla paramamosain,scylla paramamosain,W-Bch-442832,NA
anadara antiquata,anadara antiquata,W-Msc-207754,NA
tegillarca granosa,tegillarca granosa,W-Msc-504471,NA
tegillarca nodifera,anadara nodifera,SLB-88590,NA
arca ventricosa,arca ventricosa,W-Msc-215229,NA
thranita spinimana,thalamita spinimana,W-Bch-442920,NA
anadara cornea,scapharca cornea,SLB-88596,NA
anadara globosa,scapharca globosa,SLB-88599,NA
alpheus bellimanus,alpheus bellimanus,ITS-96622,NA
anadara inaequivalvis,anadara inaequivalvis,W-Msc-138785,NA
no match,scapharca indica,SLB-88608,NA
alpheus bisincisus,alpheus bisincisus,ITS-96636,NA
anadara ferruginea,anadara ferruginea,W-Msc-504349,NA
arca avellana,arca avellana,W-Msc-215248,NA
arca navicularis,arca navicularis,W-Msc-215228,NA
alpheus bouvieri,alpheus bouvieri,ITS-96623,NA
charybdis affinis,charybdis affinis,SLB-88621,NA
charybdis annulata,charybdis annulata,PBD-225041,NA
barbatia foliata,barbatia foliata,W-Msc-207774,NA
charybdis truncata,charybdis truncata,SLB-88631,NA
barbatia amygdalumtostum,barbatia fusca,SLB-88632,NA
argopecten purpuratus,argopecten purpuratus,W-Msc-394269,NA
aulacomya atra,aulacomya ater,SLB-88643,NA
bolinus brandaris,bolinus brandaris,W-Msc-140389,NA
callinectes toxotes,callinectes toxotes,W-Bch-442769,NA
carcinus aestuarii,carcinus aestuarii,W-Bch-107380,NA
alpheus brevipes,alpheus brevipes,ITS-659905,NA
cervimunida johni,cervimunida johni,SLB-88651,NA
azumapecten farreri,chlamys farreri,SLB-88658,NA
mimachlamys crassicostata,chlamys nobilis,SLB-88659,NA
alpheus bucephalus,alpheus bucephalus,ITS-659906,NA
choromytilus chorus,choromytilus chorus,W-Msc-506001,NA
concholepas concholepas,concholepas concholepas,W-Msc-395353,NA
pleurocorallium secundum,corallium secundum,SLB-88667,NA
corbicula japonica,corbicula japonica,SLB-88669,NA
cyclina sinensis,cyclina sinensis,W-Msc-367957,NA
alpheus clamator,alpheus clamator,ITS-96617,NA
haliotis diversicolor,haliotis diversicolor,W-Msc-445319,NA
haliotis gigantea,haliotis gigantea,W-Msc-367891,NA
haliotis midae,haliotis midae,W-Msc-207660,NA
haliotis rubra,haliotis rubra,W-Msc-445354,NA
alpheus clypeatus,alpheus clypeatus,ITS-659907,NA
liocarcinus depurator,liocarcinus depurator,W-Bch-107387,NA
lithodes ferox,lithodes ferox,SLB-88710,NA
lithodes murrayi,lithodes murrayi,SLB-88712,NA
mactra glabrata,mactra glabrata,W-Msc-216452,NA
alpheus collumianus,alpheus collumianus,ITS-659909,NA
meretrix lusoria,meretrix lusoria,W-Msc-397139,NA
meretrix meretrix,meretrix meretrix,W-Msc-224891,NA
mesodesma donacium,mesodesma donacium,W-Msc-367843,NA
alpheus cristulifrons,alpheus cristulifrons,ITS-96626,NA
mytilus chilensis,mytilus chilensis,W-Msc-397041,NA
mytilus unguiculatus,mytilus coruscus,SLB-88733,NA
mytilus planulatus,mytilus planulatus,W-Msc-506160,NA
mytilus platensis,mytilus platensis,W-Msc-506158,NA
necora puber,necora puber,PBD-224562,NA
alpheus crockeri,alpheus crockeri,ITS-659910,NA
ostrea chilensis,ostrea chilensis,W-Msc-397160,NA
paratapes undulatus,paphia undulata,SLB-88748,NA
paphies australis,paphies australis,W-Msc-505806,NA
alpheus cylindricus,alpheus cylindricus,ITS-96627,NA
paralomis formosa,paralomis formosa,SLB-88751,NA
paralomis granulosa,paralomis granulosa,SLB-88752,NA
paralomis spinosissima,paralomis spinosissima,SLB-88753,NA
pecten fumatus,pecten fumatus,W-Msc-393904,NA
pecten jacobaeus,pecten jacobaeus,W-Msc-394429,NA
pecten novaezelandiae,pecten novaezelandiae,W-Msc-393937,NA
alpheus diadema,alpheus diadema,ITS-659912,NA
penaeus penicillatus,penaeus penicillatus,SLB-88775,NA
perna canaliculus,perna canaliculus,W-Msc-397169,NA
perna viridis,perna viridis,W-Msc-367822,NA
physeter macrocephalus,physeter macrocephalus,ITS-Mam-180488,41755
physeter macrocephalus,physeter macrocephalus,ITS-Mam-180488,16370739
pinctada imbricata fucata,pinctada fucata,SLB-88786,NA
pinctada maxima,pinctada maxima,W-Msc-464492,NA
pitar rostratus,pitar rostratus,W-Msc-533304,NA
alpheus dolerus,alpheus dolerus,ITS-659913,NA
plesionika narval,plesionika narval,SLB-88790,NA
pleuroncodes monodon,pleuroncodes monodon,SLB-88792,NA
pollicipes pollicipes,pollicipes pollicipes,SLB-88793,NA
pteria penguin,pteria penguin,W-Msc-208448,NA
alpheus edwardsii,alpheus edwardsii,ITS-659914,NA
ruditapes decussatus,ruditapes decussatus,W-Msc-231749,NA
saccostrea echinata,saccostrea echinata,W-Msc-506736,NA
alpheus estuariensis,alpheus estuariensis,ITS-96628,NA
tridacna derasa,tridacna derasa,W-Msc-382205,NA
tridacna gigas,tridacna gigas,W-Msc-207670,NA
tridacna maxima,tridacna maxima,W-Msc-207675,NA
tridacna squamosa,tridacna squamosa,W-Msc-207674,NA
turbo cornutus,turbo cornutus,W-Msc-413379,NA
turbo sarmaticus,turbo sarmaticus,W-Msc-413374,NA
alpheus floridanus,alpheus floridanus,ITS-96607,NA
zidona dufresnii,zidona dufresnei,W-Msc-382412,NA
zygochlamys patagonica,zygochlamys patagonica,W-Msc-236717,NA
anadara pilula,scapharca pilula,SLB-88835,NA
trisidos semitorta,trisidos semitorta,W-Msc-504474,NA
alpheus formosus,alpheus formosus,ITS-96609,NA
trisidos tortuosa,trisidos tortuosa,W-Msc-504475,NA
schizophrys dama,schizophrys dama,W-Bch-442077,NA
hydrophis peronii,acalyptophis peronii,SLB-88849,176756
aipysurus duboisii,aipysurus duboisii,Rep-466,176748
aipysurus eydouxi,aipysurus eydouxii,Rep-467,176757
aipysurus laevis,aipysurus laevis,Rep-470,132475824
hydrophis stokesii,astrotia stokesii,SLB-88859,176708
alpheus gracilipes,alpheus gracilipes,ITS-96648,NA
alpheus gracilis,alpheus gracilis,ITS-659915,NA
hydrophis major,disteira major,SLB-88872,176729
emydocephalus annulatus,emydocephalus annulatus,Rep-3932,176720
hydrophis schistosus,enhydrina schistosa,SLB-88877,176719
alpheus hailstonei,alpheus hailstonei,ITS-659916,NA
polyodontognathus caerulescens,hydrophis caerulescens,Rep-5009,176715
hydrophis coggeri,hydrophis coggeri,Rep-5011,176743
hydrophis cyanocinctus,hydrophis cyanocinctus,Rep-5013,176726
hydrophis czeblukovi,hydrophis czeblukovi,Rep-5014,176730
hydrophis elegans,hydrophis elegans,Rep-5016,176734
alpheus heterochaelis,alpheus heterochaelis,ITS-96602,NA
hydrophis lapemoides,hydrophis lapemoides,Rep-5027,176741
hydrophis ornatus,hydrophis ornatus,Rep-5035,176737
hydrophis spiralis,hydrophis spiralis,Rep-5044,176717
alpheus intrinsecus,alpheus intrinsecus,ITS-96635,NA
hydrophis curtus,lapemis curtus,SLB-88920,176746
laticauda laticaudata,laticauda laticaudata,Rep-5341,176771
hydrophis viperinus,thalassophina viperina,SLB-88930,176711
varuna litterata,varuna litterata,W-Bch-207551,NA
estellacar olivacea,estellacar olivacea,W-Msc-504639,NA
cardisoma carnifex,cardisoma carnifex,W-Bch-210291,NA
glycymeris reevei,glycymeris reevei,W-Msc-504511,NA
tucetona pectunculus,tucetona pectunculus,W-Msc-504547,NA
arcuatula arcuatula,arcuatula arcuatula,W-Msc-505953,NA
modiolus modulaides,modiolus metcalfei,SLB-88963,NA
modiolus philippinarum,modiolus philippinarum,W-Msc-214951,NA
lithophaga teres,lithophaga teres,W-Msc-208435,NA
alpheus lobidens,alpheus lobidens,ITS-659922,NA
jolya arata,modiolus aratus,SLB-88981,NA
modiolus auriculatus,modiolus auriculatus,W-Msc-140463,NA
stavelia subdistorta,stavelia subdistorta,W-Msc-506190,NA
alpheus lottini,alpheus lottini,ITS-96661,NA
atrina pectinata,atrina pectinata,W-Msc-140779,NA
atrina vexillum,atrina vexillum,W-Msc-216652,NA
alpheus malleator,alpheus malleator,ITS-96613,NA
alpheus nuttingi,alpheus nuttingi,ITS-96629,NA
alpheus pacificus,alpheus pacificus,ITS-659925,NA
alpheus paracrinitus,alpheus paracrinitus,ITS-96614,NA
diomedea antipodensis,diomedea antipodensis,ITS-Ave-824052,22728318
diomedea sanfordi,diomedea sanfordi,ITS-Ave-824054,22728323
alpheus paradentipes,alpheus paradentipes,ITS-659926,NA
alpheus paralcyone,alpheus paralcyone,ITS-659927,NA
alpheus parvirostris,alpheus parvirostris,ITS-659928,NA
alpheus peasei,alpheus peasei,ITS-96630,NA
alpheus percyi,alpheus percyi,ITS-659929,NA
pinctada maculata,pinctada maculata,W-Msc-464497,NA
pteria avicular,pteria avicular,W-Msc-464504,NA
isognomon ephippium,isognomon ephippium,W-Msc-208462,NA
isognomon isognomum,isognomon isognomum,W-Msc-208468,NA
isognomon perna,isognomon perna,W-Msc-208470,NA
malleus albus,malleus albus,W-Msc-507057,NA
alpheus rapacida,alpheus rapacida,ITS-659933,NA
malleus malleus,malleus malleus,W-Msc-507055,NA
malleus regula,malleus regula,W-Msc-605717,NA
alpheus rapax,alpheus rapax,ITS-659934,NA
ylistrum japonicum,amusium japonicum,SLB-89173,NA
amusium pleuronectes,amusium pleuronectes,W-Msc-215388,NA
decatopecten amiculum,decatopecten amiculum,W-Msc-394350,NA
decatopecten radula,decatopecten radula,W-Msc-394351,NA
hippospongia communis,hippospongia communis,W-Por-132377,NA
spongia agaricina,spongia agaricina,SLB-89194,NA
gloripallium pallium,gloripallium pallium,W-Msc-215389,NA
alpheus schmitti,alpheus schmitti,ITS-96631,NA
annachlamys flabellata,annachlamys flabellata,W-Msc-393954,NA
bractechlamys vexillum,bractechlamys vexillum,W-Msc-394391,NA
scaeochlamys squamata,chlamys squamata,SLB-89215,NA
actinia cari,actinia cari,W-Hex-100801,50107605
alpheus spongiarum,alpheus spongiarum,ITS-96655,NA
minnivola pyxidata,minnivola pyxidata,W-Msc-393971,NA
volachlamys singaporina,volachlamys singaporina,W-Msc-394326,NA
spondylus squamosus,spondylus squamosus,W-Msc-207885,NA
spondylus squamosus,spondylus barbatus,SLB-89230,NA
spondylus butleri,spondylus butleri,W-Msc-506964,NA
spondylus imperialis,spondylus imperialis,W-Msc-506942,NA
spondylus versicolor,spondylus versicolor,W-Msc-207866,NA
alpheus strenuus,alpheus strenuus,ITS-659937,NA
placuna placenta,placuna placenta,W-Msc-367820,NA
placuna ephippium,placuna ephippium,W-Msc-504274,NA
acesta rathbuni,acesta rathbuni,W-Msc-505414,NA
lima vulgaris,lima vulgaris,W-Msc-505459,NA
alectryonella plicatula,alectryonella plicatula,W-Msc-506699,NA
dendostrea folium,dendostrea folium,W-Msc-506716,NA
austriella corrugata,austriella corrugata,W-Msc-464091,NA
alpheus viridari,alpheus viridari,ITS-96633,NA
codakia tigerina,codakia tigerina,W-Msc-215835,NA
codakia interrupta,codakia interrupta,W-Msc-215840,NA
codakia punctata,codakia punctata,W-Msc-215837,NA
alpheus websteri,alpheus websteri,ITS-96634,NA
fimbria soverbii,fimbria soverbii,W-Msc-527763,NA
automate dolichognatha,automate dolichognatha,ITS-96682,NA
chama lazarus,chama lazarus,W-Msc-208500,NA
chama pacifica,chama pacifica,W-Msc-139120,NA
automate evermanni,automate evermanni,ITS-96679,NA
beguina semiorbiculata,beguina semiorbiculata,W-Msc-504841,NA
cardites bicolor,cardites bicolor,W-Msc-504868,NA
