spp_gp,rank,name,parent,parent_level
entodesma navicula,species,entodesma navicula,entodesma,genus
eosipho auzendei,phylum,mollusca,animalia,kingdom
eosipho auzendei,class,gastropoda,mollusca,phylum
eosipho auzendei,order,neogastropoda,gastropoda,class
eosipho auzendei,family,buccinidae,neogastropoda,order
eosipho auzendei,genus,eosipho,buccinidae,family
eosipho auzendei,species,eosipho auzendei,eosipho,genus
ephippodonta oedipus,phylum,mollusca,animalia,kingdom
ephippodonta oedipus,class,bivalvia,mollusca,phylum
ephippodonta oedipus,order,galeommatida,bivalvia,class
ephippodonta oedipus,family,galeommatidae,galeommatida,order
ephippodonta oedipus,genus,ephippodonta,galeommatidae,family
ephippodonta oedipus,species,ephippodonta oedipus,ephippodonta,genus
epidirona tuberculata,phylum,mollusca,animalia,kingdom
epidirona tuberculata,class,gastropoda,mollusca,phylum
epidirona tuberculata,order,neogastropoda,gastropoda,class
epidirona tuberculata,family,horaiclavidae,neogastropoda,order
epidirona tuberculata,genus,epidirona,horaiclavidae,family
epidirona tuberculata,species,epidirona tuberculata,epidirona,genus
epigonichthys bassanus,phylum,chordata,animalia,kingdom
epigonichthys bassanus,class,leptocardii,chordata,phylum
epigonichthys bassanus,order,not assigned,leptocardii,class
epigonichthys bassanus,family,branchiostomatidae,not assigned,order
epigonichthys bassanus,genus,epigonichthys,branchiostomatidae,family
epigonichthys bassanus,species,epigonichthys bassanus,epigonichthys,genus
epigonichthys cultellus,phylum,chordata,animalia,kingdom
epigonichthys cultellus,class,leptocardii,chordata,phylum
epigonichthys cultellus,order,not assigned,leptocardii,class
epigonichthys cultellus,family,branchiostomatidae,not assigned,order
epigonichthys cultellus,genus,epigonichthys,branchiostomatidae,family
epigonichthys cultellus,species,epigonichthys cultellus,epigonichthys,genus
epigonichthys hectori,phylum,chordata,animalia,kingdom
epigonichthys hectori,class,leptocardii,chordata,phylum
epigonichthys hectori,order,not assigned,leptocardii,class
epigonichthys hectori,family,branchiostomatidae,not assigned,order
epigonichthys hectori,genus,epigonichthys,branchiostomatidae,family
epigonichthys hectori,species,epigonichthys hectori,epigonichthys,genus
epigonichthys lucayanum,phylum,chordata,animalia,kingdom
epigonichthys lucayanum,class,leptocardii,chordata,phylum
epigonichthys lucayanum,order,not assigned,leptocardii,class
epigonichthys lucayanum,family,branchiostomatidae,not assigned,order
epigonichthys lucayanum,genus,epigonichthys,branchiostomatidae,family
epigonichthys lucayanum,species,epigonichthys lucayanum,epigonichthys,genus
epigonichthys maldivensis,phylum,chordata,animalia,kingdom
epigonichthys maldivensis,class,leptocardii,chordata,phylum
epigonichthys maldivensis,order,not assigned,leptocardii,class
epigonichthys maldivensis,family,branchiostomatidae,not assigned,order
epigonichthys maldivensis,genus,epigonichthys,branchiostomatidae,family
epigonichthys maldivensis,species,epigonichthys maldivensis,epigonichthys,genus
epimenia australis,phylum,mollusca,animalia,kingdom
epimenia australis,class,solenogastres,mollusca,phylum
epimenia australis,order,cavibelonia,solenogastres,class
epimenia australis,family,epimeniidae,cavibelonia,order
epimenia australis,genus,epimenia,epimeniidae,family
epimenia australis,species,epimenia australis,epimenia,genus
epimeria grandirostris,phylum,arthropoda,animalia,kingdom
epimeria grandirostris,class,malacostraca,arthropoda,phylum
epimeria grandirostris,order,amphipoda,malacostraca,class
epimeria grandirostris,family,epimeriidae,amphipoda,order
epimeria grandirostris,genus,epimeria,epimeriidae,family
epimeria grandirostris,species,epimeria grandirostris,epimeria,genus
epimeria inermis,phylum,arthropoda,animalia,kingdom
epimeria inermis,class,malacostraca,arthropoda,phylum
epimeria inermis,order,amphipoda,malacostraca,class
epimeria inermis,family,epimeriidae,amphipoda,order
epimeria inermis,genus,epimeria,epimeriidae,family
epimeria inermis,species,epimeria inermis,epimeria,genus
epimeria loricata,phylum,arthropoda,animalia,kingdom
epimeria loricata,class,malacostraca,arthropoda,phylum
epimeria loricata,order,amphipoda,malacostraca,class
epimeria loricata,family,epimeriidae,amphipoda,order
epimeria loricata,genus,epimeria,epimeriidae,family
epimeria loricata,species,epimeria loricata,epimeria,genus
epimeria macrodonta,phylum,arthropoda,animalia,kingdom
epimeria macrodonta,class,malacostraca,arthropoda,phylum
epimeria macrodonta,order,amphipoda,malacostraca,class
epimeria macrodonta,family,epimeriidae,amphipoda,order
epimeria macrodonta,genus,epimeria,epimeriidae,family
epimeria macrodonta,species,epimeria macrodonta,epimeria,genus
epimeria puncticulata,phylum,arthropoda,animalia,kingdom
epimeria puncticulata,class,malacostraca,arthropoda,phylum
epimeria puncticulata,order,amphipoda,malacostraca,class
epimeria puncticulata,family,epimeriidae,amphipoda,order
epimeria puncticulata,genus,epimeria,epimeriidae,family
epimeria puncticulata,species,epimeria puncticulata,epimeria,genus
epimeria rubrieques,phylum,arthropoda,animalia,kingdom
epimeria rubrieques,class,malacostraca,arthropoda,phylum
epimeria rubrieques,order,amphipoda,malacostraca,class
epimeria rubrieques,family,epimeriidae,amphipoda,order
epimeria rubrieques,genus,epimeria,epimeriidae,family
epimeria rubrieques,species,epimeria rubrieques,epimeria,genus
episiphon jamiesoni,phylum,mollusca,animalia,kingdom
episiphon jamiesoni,class,scaphopoda,mollusca,phylum
episiphon jamiesoni,order,dentaliida,scaphopoda,class
episiphon jamiesoni,family,gadilinidae,dentaliida,order
episiphon jamiesoni,genus,episiphon,gadilinidae,family
episiphon jamiesoni,species,episiphon jamiesoni,episiphon,genus
epitonium aculeatum,phylum,mollusca,animalia,kingdom
epitonium aculeatum,class,gastropoda,mollusca,phylum
epitonium aculeatum,order,[unassigned] caenogastropoda,gastropoda,class
epitonium aculeatum,family,epitoniidae,[unassigned] caenogastropoda,order
epitonium aculeatum,genus,epitonium,epitoniidae,family
epitonium aculeatum,species,epitonium aculeatum,epitonium,genus
epitonium alatum,phylum,mollusca,animalia,kingdom
epitonium alatum,class,gastropoda,mollusca,phylum
epitonium alatum,order,[unassigned] caenogastropoda,gastropoda,class
epitonium alatum,family,epitoniidae,[unassigned] caenogastropoda,order
epitonium alatum,genus,epitonium,epitoniidae,family
epitonium alatum,species,epitonium alatum,epitonium,genus
epitonium albidum,phylum,mollusca,animalia,kingdom
epitonium albidum,class,gastropoda,mollusca,phylum
epitonium albidum,order,[unassigned] caenogastropoda,gastropoda,class
epitonium albidum,family,epitoniidae,[unassigned] caenogastropoda,order
epitonium albidum,genus,epitonium,epitoniidae,family
epitonium albidum,species,epitonium albidum,epitonium,genus
epitonium angulatum,phylum,mollusca,animalia,kingdom
epitonium angulatum,class,gastropoda,mollusca,phylum
epitonium angulatum,order,[unassigned] caenogastropoda,gastropoda,class
epitonium angulatum,family,epitoniidae,[unassigned] caenogastropoda,order
epitonium angulatum,genus,epitonium,epitoniidae,family
epitonium angulatum,species,epitonium angulatum,epitonium,genus
epitonium apiculatum,phylum,mollusca,animalia,kingdom
epitonium apiculatum,class,gastropoda,mollusca,phylum
epitonium apiculatum,order,[unassigned] caenogastropoda,gastropoda,class
epitonium apiculatum,family,epitoniidae,[unassigned] caenogastropoda,order
epitonium apiculatum,genus,epitonium,epitoniidae,family
epitonium apiculatum,species,epitonium apiculatum,epitonium,genus
epitonium babylonia,phylum,mollusca,animalia,kingdom
epitonium babylonia,class,gastropoda,mollusca,phylum
epitonium babylonia,order,[unassigned] caenogastropoda,gastropoda,class
epitonium babylonia,family,epitoniidae,[unassigned] caenogastropoda,order
epitonium babylonia,genus,epitonium,epitoniidae,family
epitonium babylonia,species,epitonium babylonia,epitonium,genus
epitonium candeanum,phylum,mollusca,animalia,kingdom
epitonium candeanum,class,gastropoda,mollusca,phylum
epitonium candeanum,order,[unassigned] caenogastropoda,gastropoda,class
epitonium candeanum,family,epitoniidae,[unassigned] caenogastropoda,order
epitonium candeanum,genus,epitonium,epitoniidae,family
epitonium candeanum,species,epitonium candeanum,epitonium,genus
epitonium celesti,phylum,mollusca,animalia,kingdom
epitonium celesti,class,gastropoda,mollusca,phylum
epitonium celesti,order,[unassigned] caenogastropoda,gastropoda,class
epitonium celesti,family,epitoniidae,[unassigned] caenogastropoda,order
epitonium celesti,genus,epitonium,epitoniidae,family
epitonium celesti,species,epitonium celesti,epitonium,genus
epitonium championi,phylum,mollusca,animalia,kingdom
epitonium championi,class,gastropoda,mollusca,phylum
epitonium championi,order,[unassigned] caenogastropoda,gastropoda,class
epitonium championi,family,epitoniidae,[unassigned] caenogastropoda,order
epitonium championi,genus,epitonium,epitoniidae,family
epitonium championi,species,epitonium championi,epitonium,genus
epitonium dallianum,phylum,mollusca,animalia,kingdom
epitonium dallianum,class,gastropoda,mollusca,phylum
epitonium dallianum,order,[unassigned] caenogastropoda,gastropoda,class
epitonium dallianum,family,epitoniidae,[unassigned] caenogastropoda,order
epitonium dallianum,genus,epitonium,epitoniidae,family
epitonium dallianum,species,epitonium dallianum,epitonium,genus
epitonium denticulatum,phylum,mollusca,animalia,kingdom
epitonium denticulatum,class,gastropoda,mollusca,phylum
epitonium denticulatum,order,[unassigned] caenogastropoda,gastropoda,class
epitonium denticulatum,family,epitoniidae,[unassigned] caenogastropoda,order
epitonium denticulatum,genus,epitonium,epitoniidae,family
epitonium denticulatum,species,epitonium denticulatum,epitonium,genus
epitonium foliaceicosta,phylum,mollusca,animalia,kingdom
epitonium foliaceicosta,class,gastropoda,mollusca,phylum
epitonium foliaceicosta,order,[unassigned] caenogastropoda,gastropoda,class
epitonium foliaceicosta,family,epitoniidae,[unassigned] caenogastropoda,order
epitonium foliaceicosta,genus,epitonium,epitoniidae,family
epitonium foliaceicosta,species,epitonium foliaceicosta,epitonium,genus
epitonium fractum,phylum,mollusca,animalia,kingdom
epitonium fractum,class,gastropoda,mollusca,phylum
epitonium fractum,order,[unassigned] caenogastropoda,gastropoda,class
epitonium fractum,family,epitoniidae,[unassigned] caenogastropoda,order
epitonium fractum,genus,epitonium,epitoniidae,family
epitonium fractum,species,epitonium fractum,epitonium,genus
epitonium frielei,phylum,mollusca,animalia,kingdom
epitonium frielei,class,gastropoda,mollusca,phylum
epitonium frielei,order,[unassigned] caenogastropoda,gastropoda,class
epitonium frielei,family,epitoniidae,[unassigned] caenogastropoda,order
