spec_code,species,db,length_max,in_spp_table,table
59589,ctenochaetus flavicauda,fb,13.199999809265137,TRUE,popll
6013,ctenochaetus hawaiiensis,fb,26.700000762939453,TRUE,popll
6014,ctenochaetus marginatus,fb,24.600000381469727,TRUE,popll
1262,ctenochaetus striatus,fb,14,TRUE,popll
1262,ctenochaetus striatus,fb,16.399999618530273,TRUE,popll
1262,ctenochaetus striatus,fb,22.5,TRUE,popll
6015,ctenochaetus strigosus,fb,17.799999237060547,TRUE,popll
6015,ctenochaetus strigosus,fb,17,TRUE,popll
6016,ctenochaetus tominiensis,fb,11.899999618530272,TRUE,popll
7237,ctenogobiops aurocingulus,fb,8.899999618530273,TRUE,popll
27561,ctenogobiops maculosus,fb,5.800000190734863,TRUE,popll
